t010100_1550	Laatokka kun sulaisi	skvr05107850
t050100_2450	Lähtään (isä) äiti kotiin	skvr13061030,skvr13061040,skvr13118270
t050100_2460	Läkkämä, sikko, Surulaan	skvr01119210,skvr01221580,skvr01222811,skvr01222810
t050100_2470	Läksin kirkkoon kesällä - herasilmä hevosella	skvr05223920
t050100_2480	Läks Kat´t´i karbaloh	skvr02112460
t050100_2490	Läksi kuoma kuomisihe	skvr01119150
t050100_2500	Lömbö lapset herättää	skvr10111820
t050100_2510	Löpö löpö edestakaisin	skvr13065040
t050100_2520	Löydän, löydän ämmän kätkön	skvr07145460
t050100_2530	Löysi kolme simpukkaa	skvr07141550
t050100_2540	Löysin kultaisen omenan - kukon tappo	skvr04105260,skvr05112510,skvr05112520,skvr05112530,skvr05105220,skvr05218710,skvr05218720,skvr05218760,skvr05218820,skvr06102500,skvr13004330,skvr13004340,skvr13000670,skvr13007060,skvr13007400,skvr13061050,skvr13066080
t050200_0180	Läskinkantaja	skvr09123450,skvr09123460,skvr09123470,skvr08134030,skvr08134040,skvr08134050,skvr08134060,skvr08134070,skvr10114900,skvr10114910,skvr10114920,skvr10114930,skvr10114940,skvr10114950,skvr10114960,skvr10114970,skvr12112310,skvr15106230
t050200_0190	Lastunpoiminta* 	skvr01118760,skvr01118891,skvr01118892,skvr01118890,skvr01223320,skvr01223330,skvr04101280,skvr04112940,skvr04100330,skvr04100890,skvr04115160,skvr04133200,skvr04134310,skvr04139700,skvr04141830,skvr09123850,skvr09123860,skvr09123870,skvr09123880,skvr09123890,skvr09123900,skvr09123910,skvr09123920,skvr09203040,skvr09203050,skvr09203060,skvr06110470,skvr06120220,skvr06120230,skvr06120320,skvr06120330,skvr06120370,skvr06170520,skvr07139820,skvr07139830,skvr07140400,skvr08148970,skvr10114820,skvr10114830,skvr10114840,skvr10114850,skvr10114860,skvr10114870,skvr10114880,skvr10114890,skvr10115440,skvr11103800,skvr12112910,skvr12112920,skvr12112930,skvr12112941,skvr12112940,skvr12112950,skvr12112960,skvr12116190,skvr13065010,skvr13065040,skvr13065220,skvr14110850,skvr14114620,skvr14114630,skvr14114640,skvr14114990,skvr14115000,skvr14115010,skvr14115020,skvr14115030,skvr14115040,skvr14115050,skvr14119230,skvr14119240
t050200_0200	Löytäjä	skvr10112650
t050300_1010	Lampuri	skvr08141890,skvr08141900,skvr08141910,skvr10112600
t050300_1020	Lapsentyttö	skvr13126560
t050300_1030	Lauri (Lassi)	skvr06126300,skvr06126540,skvr07145380,skvr07145390,skvr07145400,skvr11104670,skvr12134390,skvr13069670,skvr13123100
t050300_1040	Leena	skvr10118610
t050300_1050	Leipuri	skvr10119460,skvr10119470,skvr10119480,skvr13067410,skvr14117320
t050300_1060	Liisa (Lissu)	skvr09204200,skvr09204210,skvr06122220,skvr07143740,skvr08151420,skvr10118640,skvr10105660,skvr11126650,skvr11104450,skvr11104460,skvr11104670,skvr12127280,skvr12127290,skvr12184150,skvr13069690,skvr13069700,skvr13069710,skvr13069720,skvr13069730,skvr13069920
t050300_1070	Likka	skvr09130620
t050300_1080	Loviisa	skvr07143750
t050300_1090	Lukkari	skvr06122900
t050300_1100	Lukkarin muori	skvr12133620
t050400_1180	Leipää vellin kanssa	skvr12125850,skvr12128250,skvr12128260,skvr12128270,skvr12128280,skvr12128290,skvr12128300,skvr12128310,skvr12128320,skvr12128330,skvr12128340,skvr12128350,skvr12128360,skvr12128370,skvr12128380,skvr12128390,skvr12128400,skvr12128410
t050400_1190	Lyydi laski kiven päälle- kivi rupes kiikkumaan	skvr08139480
t050500_0380	Laivaleikki	skvr03102400,skvr03103490,skvr03136750
t050500_0390	Laivasilla	skvr13062120,skvr13118990
t050500_0400	Leiskoo	skvr10117070
t050500_0410	Liian juokseminen	skvr13074410
t050500_0420	Linnan tekeminen	skvr13124530
t050500_0430	Lintuleikki	skvr13074420
t050500_0440	Läskisillä	skvr13074430
t060100_0060	Loppusanat	skvr12154030,skvr12154040
t060100_0070	Lovesta herääminen	skvr12135200,skvr12135210,skvr12135260,skvr12135270,skvr12135280
t060100_0080	Luonnon nostatus	skvr01103340,skvr01200100,skvr01200110,skvr01200120,skvr01200130,skvr01200140,skvr01200150,skvr01200160,skvr01217540,skvr01200170,skvr01223800,skvr01205260,skvr01205290,skvr01207070,skvr01207500,skvr02110440,skvr03142820,skvr03142830,skvr03144970,skvr03145130,skvr04144230,skvr04144240,skvr04144620,skvr04144640,skvr04144700,skvr04144730,skvr04144740,skvr09400130,skvr09414990,skvr09400140,skvr09400150,skvr09400160,skvr09400170,skvr09400180,skvr09400200,skvr09402680,skvr09400030,skvr09400060,skvr09400080,skvr09409020,skvr09400090,skvr05224560,skvr05226550,skvr05226860,skvr05226870,skvr06129710,skvr06129720,skvr06129730,skvr06132690,skvr06141200,skvr06141370,skvr06142160,skvr06143490,skvr06144720,skvr06152640,skvr06160510,skvr06173460,skvr07201450,skvr07200370,skvr07200380,skvr07200410,skvr07200460,skvr07200610,skvr07216210,skvr07216410,skvr07216480,skvr07216600,skvr07217210,skvr07217410,skvr07217430,skvr07219550,skvr07226410,skvr07228220,skvr07230200,skvr07246210,skvr07246970,skvr07247370,skvr07247510,skvr07249050,skvr07249350,skvr07300450,skvr07300460,skvr12135140,skvr12135150,skvr12135160,skvr12135170,skvr12135180,skvr12135190,skvr12135200,skvr12135210,skvr12135220,skvr12135230,skvr12135260,skvr13040290,skvr13084270,skvr13084300,skvr13084310,skvr13084370,skvr13084740,skvr13084770,skvr13091280,skvr13091310,skvr13091380,skvr13093430,skvr13093500,skvr13098570,skvr13127470
t060200_0100	Liekkiö	skvr10121093,skvr10121100,skvr10121110
t060400_0050	Lapsen päästäminen kiroista	skvr01225170,skvr01206690,skvr01206750,skvr01206760,skvr01206770,skvr01206780,skvr01206790,skvr01206800,skvr01206810,skvr01206820,skvr02108370,skvr02108380,skvr03144970,skvr04142090,skvr04142100,skvr04142310,skvr04144360,skvr09403010,skvr06147020,skvr07222960,skvr07222990,skvr07223000,skvr07223010,skvr07223020,skvr07249670,skvr10138930,skvr12157160,skvr13091190,skvr13091380,skvr13091490,skvr13091500,skvr13091510,skvr13091520,skvr13127150,skvr13127250,skvr13127300,skvr13127310,skvr13129130,skvr13129140
t060400_0060	Lapsen suojelu kateelta	skvr01219250,skvr01219260,skvr01219270,skvr01206830,skvr08106880,skvr12176390,skvr13100170,skvr13127270,skvr13131950,skvr13131960,skvr14123010
t060400_0070	Lasta kylään viedessä	skvr04145390,skvr06146820,skvr06146830
t060500_0930	Lapsen pikku kipuja ja loukkaantumia	skvr01206670,skvr02113560,skvr09307140,skvr09307150,skvr09307160,skvr09307170,skvr09307870,skvr09309110,skvr09407560,skvr09408770,skvr06148050,skvr06148060,skvr06148070,skvr06148080,skvr06148090,skvr06148100,skvr06148110,skvr06148120,skvr06148130,skvr06148140,skvr06148150,skvr06148160,skvr06173010,skvr06173960,skvr06173970,skvr07223030,skvr07223050,skvr08102520,skvr08102530,skvr08145020,skvr10121391,skvr10121400,skvr10121410,skvr10121420,skvr10121431,skvr10121430,skvr10136871,skvr10136870,skvr11116860,skvr11124050,skvr11124060,skvr11124070,skvr11124080,skvr11124090,skvr11124100,skvr11124110,skvr11124120,skvr11124130,skvr11124140,skvr11124150,skvr11124160,skvr11124170,skvr12157260,skvr12157270,skvr12157280,skvr12157290,skvr12157300,skvr12157310,skvr12157320,skvr12157330,skvr12157340,skvr12157350,skvr12157360,skvr12157370,skvr12157380,skvr12157390,skvr12180820,skvr12186341,skvr12186340,skvr12186350,skvr12186360,skvr12186370,skvr12186380,skvr12186390,skvr13090720,skvr13090730,skvr13091470,skvr13091580,skvr13128870,skvr14117490,skvr14121070,skvr14121080,skvr14121090,skvr14123210,skvr14123220,skvr14123230,skvr14123240
t060500_0940	Lapsen napatauti	skvr02113520,skvr02113530,skvr02113630
t060500_0950	Lapsen napa	skvr01225130,skvr01225240,skvr01209020,skvr01209030,skvr01209570,skvr03145020,skvr03145030,skvr06144460,skvr06146790,skvr06173660,skvr07222970,skvr07228600,skvr07228660,skvr07228680,skvr07228900,skvr07228950,skvr07229000,skvr07249480,skvr07249560,skvr07249600,skvr07249720,skvr13130200
t060500_0960	Lapsen liika	skvr12157220,skvr13091530,skvr13091540,skvr13091550,skvr13091560
t060500_0970	Lapsen ohimoita repäisee	skvr07222730
t060500_0980	Lapsen puhekyvyn pilaaminen	skvr06146860
t060500_0990	Lapsen matotauti	skvr03144960
t060500_1000	Lapsen virtsavuodon nostatus	skvr01206930
t060500_1010	Lapsen virtsavuoto	skvr12157240
t060500_1020	Lapsen tenni	skvr03144910,skvr03144920,skvr03144930,skvr03144940
t060500_1030	Lapsen koirantauti	skvr04144350
t060500_1040	Lapsen ja äidin kierräntä	skvr01219110,skvr01219120,skvr01225150,skvr01225160,skvr01209670,skvr07249520
t060500_1050	Lapsen vatsakipu	skvr10138910,skvr10138920,skvr10155210
t060500_1060	Lapsen maitohampaan lähtiessä	skvr01219220,skvr01219230,skvr01219240,skvr01225260,skvr01225270,skvr02114050,skvr03146170,skvr03146180,skvr09315250,skvr09315260,skvr09315270,skvr09315280,skvr09315290,skvr09315300,skvr09315310,skvr09315320,skvr09315331,skvr09315331,skvr09315330,skvr09315340,skvr09315350,skvr09315360,skvr09315370,skvr09315380,skvr09315390,skvr09315400,skvr09315410,skvr09315420,skvr09315430,skvr09315440,skvr09315450,skvr09315460,skvr09315470,skvr09315480,skvr09315490,skvr09315500,skvr09315510,skvr09315520,skvr09315530,skvr09315540,skvr09315550,skvr09315560,skvr09315570,skvr09315580,skvr09315590,skvr09315600,skvr09315610,skvr09315620,skvr09315631,skvr09315631,skvr09315632,skvr09315632,skvr09315630,skvr09315640,skvr09315650,skvr09315660,skvr09315670,skvr09415360,skvr09415370,skvr09415380,skvr09415390,skvr09415400,skvr09415410,skvr09415420,skvr09415430,skvr09415440,skvr09415450,skvr09415460,skvr09415470,skvr09415480,skvr09415490,skvr09415500,skvr09415510,skvr09415520,skvr09415530,skvr09415540,skvr09415550,skvr09415560,skvr09415570,skvr09415580,skvr09415590,skvr09415600,skvr06122570,skvr06122580,skvr06122590,skvr06122600,skvr06122610,skvr06122620,skvr06122630,skvr06122640,skvr06122650,skvr06122660,skvr06122670,skvr06122680,skvr06122690,skvr06122700,skvr06122710,skvr06122720,skvr06122730,skvr06122740,skvr06122750,skvr06122760,skvr06170390,skvr06170400,skvr06170410,skvr06170420,skvr06170430,skvr06170440,skvr06170451,skvr06170450,skvr06170460,skvr06170470,skvr07249760,skvr07249770,skvr07249780,skvr07249790,skvr07249800,skvr07249810,skvr07249820,skvr07249830,skvr07249840,skvr07249850,skvr07249860,skvr07303620,skvr08145580,skvr08145590,skvr08145600,skvr08145610,skvr08145620,skvr08145630,skvr08145640,skvr08145650,skvr08145660,skvr08145670,skvr08145680,skvr08145690,skvr08145700,skvr08145710,skvr08145720,skvr08145730,skvr08145740,skvr08145750,skvr08145760,skvr08106360,skvr08106370,skvr08106380,skvr08106390,skvr08106400,skvr08106410,skvr08106420,skvr08106430,skvr08106440,skvr08106450,skvr08106460,skvr08106470,skvr08106480,skvr08106490,skvr08106500,skvr08106510,skvr08106520,skvr08106530,skvr08106540,skvr08106550,skvr08106560,skvr08106570,skvr08106580,skvr08106590,skvr08106600,skvr08106610,skvr08106620,skvr08106630,skvr08106640,skvr08106650,skvr08106660,skvr08106670,skvr08106680,skvr08106690,skvr08106700,skvr08106710,skvr08106720,skvr08106730,skvr08106740,skvr08106750,skvr08106760,skvr08106770,skvr08106780,skvr08106790,skvr08106800,skvr08106810,skvr08106820,skvr08106830,skvr08106840,skvr08106850,skvr08106860,skvr08106870,skvr10149670,skvr10149680,skvr10149690,skvr10149700,skvr10149710,skvr10149720,skvr10149730,skvr10149740,skvr10149750,skvr10149760,skvr10149770,skvr10149780,skvr10149790,skvr10149800,skvr10149810,skvr10149820,skvr10149830,skvr10149840,skvr10149850,skvr10149860,skvr10149870,skvr10149880,skvr10149890,skvr10149900,skvr10149910,skvr10149920,skvr10149930,skvr10149940,skvr10149950,skvr10149960,skvr10149970,skvr10149980,skvr10149990,skvr10150000,skvr10150010,skvr10150020,skvr10150030,skvr10150040,skvr10150050,skvr10150060,skvr10150070,skvr10150080,skvr10150090,skvr10150100,skvr10150110,skvr10150120,skvr10150130,skvr10150140,skvr11123880,skvr11123890,skvr11123900,skvr11123910,skvr11123920,skvr11123930,skvr11123940,skvr11123950,skvr11123960,skvr11123970,skvr11123980,skvr11123990,skvr11124000,skvr11124010,skvr11124020,skvr11124030,skvr11124040,skvr12176400,skvr12176410,skvr12176420,skvr12176430,skvr12176440,skvr12176450,skvr12176460,skvr12176471,skvr12176470,skvr12176480,skvr12176490,skvr12176501,skvr12176502,skvr12176500,skvr12176510,skvr12176520,skvr12176530,skvr12176540,skvr12176550,skvr12176560,skvr12176570,skvr12176580,skvr12176590,skvr12176600,skvr12176610,skvr12176620,skvr12176630,skvr12176640,skvr12176650,skvr12176660,skvr12176670,skvr12176680,skvr12176690,skvr12176701,skvr12176700,skvr12176710,skvr12176720,skvr12176731,skvr12176730,skvr12176740,skvr12176751,skvr12176750,skvr12176760,skvr12176770,skvr12176781,skvr12176782,skvr12176780,skvr12176791,skvr12176792,skvr12176790,skvr12176800,skvr12176811,skvr12176810,skvr12176820,skvr12176831,skvr12176830,skvr12176841,skvr12176840,skvr12176851,skvr12176850,skvr12176861,skvr12176860,skvr12176871,skvr12176870,skvr12176880,skvr12176891,skvr12176890,skvr12176900,skvr12176910,skvr12176920,skvr12176930,skvr12176940,skvr12176950,skvr12176960,skvr12176970,skvr12176980,skvr12176990,skvr12177000,skvr12177010,skvr12177020,skvr12177030,skvr12177040,skvr12177050,skvr12177060,skvr12177070,skvr12177080,skvr12177090,skvr12177100,skvr12177110,skvr12177120,skvr12177130,skvr12177140,skvr12177150,skvr12177160,skvr12177170,skvr12177180,skvr12177190,skvr12177200,skvr12177210,skvr12177220,skvr12177230,skvr12177240,skvr12177250,skvr12177260,skvr12177270,skvr12177280,skvr12177290,skvr12177300,skvr12177310,skvr13089760,skvr13089770,skvr13089780,skvr13089790,skvr13089800,skvr13089810,skvr13089820,skvr13089830,skvr13089840,skvr13089850,skvr13089860,skvr13089870,skvr13089880,skvr13089890,skvr13089900,skvr13089910,skvr13089920,skvr13089930,skvr13089940,skvr13089950,skvr13089960,skvr13089970,skvr13090020,skvr13128430,skvr13128440,skvr13128450,skvr13128460,skvr13128470,skvr13128480,skvr13128490,skvr13128500,skvr13128510,skvr13128520,skvr13128530,skvr13128540,skvr13128550,skvr13128560,skvr13128570,skvr13128580,skvr13128590,skvr13128600,skvr13128610,skvr13128620,skvr14126660,skvr14126670,skvr14126680,skvr14126690,skvr14126700,skvr14126710,skvr14126720,skvr14126730,skvr14126740,skvr14126750,skvr14126760,skvr14126770,skvr14126780,skvr14126790,skvr14126800,skvr14126810,skvr14126820,skvr14126830,skvr14126840,skvr14126850,skvr14126860,skvr14126870,skvr14126880,skvr14126890,skvr14126900,skvr14126910,skvr14126920,skvr14126930,skvr14126940,skvr14126950,skvr14126960,skvr14126970,skvr14126980,skvr14126990
t060500_1070	Lapsen jalkakipu	skvr01220330,skvr02113490,skvr09301550,skvr09301560,skvr09301570,skvr09401750,skvr09401760,skvr09401770,skvr09401780,skvr06121860,skvr06121870,skvr06121880,skvr06148090,skvr06170021,skvr07222750,skvr11124280,skvr11124290,skvr11124300,skvr11124310,skvr11124320,skvr11124330,skvr11124340,skvr11124350,skvr11124360,skvr13101000,skvr13101060,skvr13091410,skvr13124390,skvr13132620,skvr13132630,skvr13132640,skvr13132650,skvr13132660,skvr14128120
t060500_1080	Lapsen hampaita saadessa	skvr09315240,skvr09400670,skvr06146850,skvr10149660
t060500_1090	Lapsen itkettäjä	skvr01225250,skvr01206570,skvr01206580,skvr01206590,skvr01206600,skvr01206610,skvr01206620,skvr01206630,skvr01206640,skvr01206650,skvr01206660,skvr01206840,skvr01206850,skvr01206860,skvr01206870,skvr01206880,skvr01206890,skvr01206900,skvr01206910,skvr01206920,skvr02113570,skvr02113580,skvr02113590,skvr02113600,skvr03144840,skvr03144850,skvr03144860,skvr03144870,skvr03144880,skvr03144890,skvr03144900,skvr04144180,skvr04144190,skvr04144200,skvr04144210,skvr04144220,skvr04144230,skvr04144240,skvr04144250,skvr04145620,skvr04145630,skvr04145640,skvr09315160,skvr09315170,skvr09315180,skvr09315190,skvr09315200,skvr09315210,skvr09315220,skvr09315230,skvr09302640,skvr09302650,skvr09302660,skvr09403660,skvr09403670,skvr09403680,skvr09403690,skvr09403700,skvr09406170,skvr09406180,skvr09406190,skvr09400680,skvr09400690,skvr09400700,skvr05226770,skvr05226780,skvr05226790,skvr05226800,skvr05226810,skvr05226820,skvr05226830,skvr05226840,skvr05313150,skvr05313420,skvr05313430,skvr06140230,skvr06147140,skvr06147150,skvr06147160,skvr06147170,skvr06147180,skvr06147190,skvr06147200,skvr06147210,skvr06147220,skvr06147240,skvr06147250,skvr06147260,skvr06147270,skvr06147280,skvr06147290,skvr06147320,skvr06147370,skvr06147380,skvr06147390,skvr06147400,skvr06147410,skvr06147420,skvr06147430,skvr06147460,skvr06147470,skvr06147480,skvr06147490,skvr06147500,skvr06147530,skvr06173900,skvr06173911,skvr06173912,skvr06173910,skvr07222160,skvr07222170,skvr07222180,skvr07222190,skvr07222200,skvr07222210,skvr07222220,skvr07222230,skvr07222240,skvr07222250,skvr07222260,skvr07222270,skvr07222280,skvr07222290,skvr07222300,skvr07222310,skvr07222320,skvr07222330,skvr07222340,skvr07222350,skvr07222360,skvr07222370,skvr07222380,skvr07222390,skvr07222400,skvr07222410,skvr07222420,skvr07222430,skvr07222440,skvr07222450,skvr07222460,skvr07222470,skvr07222480,skvr07222490,skvr07222500,skvr07222510,skvr07222520,skvr07222530,skvr07222540,skvr07222550,skvr07222560,skvr07222570,skvr07222580,skvr07222590,skvr07222600,skvr07222610,skvr07222620,skvr07222630,skvr07222640,skvr07222650,skvr07222660,skvr07222670,skvr07222680,skvr07222690,skvr07222700,skvr07222710,skvr07222720,skvr07223000,skvr07249560,skvr07249730,skvr08102500,skvr08102510,skvr08102520,skvr10138750,skvr10138760,skvr10138770,skvr10138780,skvr10138790,skvr10138800,skvr10138810,skvr10138820,skvr10138830,skvr10138840,skvr10138850,skvr10138860,skvr10138870,skvr10138880,skvr10138890,skvr10138900,skvr10139030,skvr10139100,skvr10155150,skvr10155160,skvr10155170,skvr10155180,skvr10155200,skvr11107230,skvr11107240,skvr11107250,skvr11107260,skvr12157080,skvr12157090,skvr12157100,skvr12157110,skvr12157120,skvr12157130,skvr12157140,skvr12157150,skvr12157170,skvr12176290,skvr12176320,skvr13090650,skvr13090840,skvr13090850,skvr13090860,skvr13090870,skvr13090880,skvr13090890,skvr13090900,skvr13090910,skvr13090920,skvr13090930,skvr13090940,skvr13090950,skvr13128750,skvr13128810
t060500_1100	Lapsi itkemään	skvr09301890,skvr09301900,skvr09301910,skvr10138940,skvr10138950,skvr10138960,skvr10138970,skvr10138980,skvr10138990,skvr10139000,skvr10139010,skvr10155190,skvr10155200,skvr12176380
t060500_1110	Lapsi palaa kuumassa vedessä	skvr07222760
t060500_1120	Lasten nimeämättömiä tauteja	skvr11108660,skvr11108670,skvr11108680
t060500_1130	Lehmän puskua vastaan	skvr07212450,skvr07212460
t060500_1140	Leini	skvr09303180,skvr09303190,skvr09404250,skvr06144520,skvr06144530,skvr06144610,skvr06144620,skvr06144630,skvr06144640,skvr06144650,skvr06173460,skvr06173470,skvr10134220,skvr10134230,skvr10134240,skvr10134250,skvr10134260,skvr10134270,skvr10134280,skvr10134290,skvr10154470,skvr10154480,skvr10154490,skvr10154500,skvr10154510,skvr10154520,skvr11107290,skvr11107300,skvr11107310,skvr11107320,skvr11107330,skvr11107340,skvr11107350,skvr11107360,skvr12157440,skvr13092070,skvr13092080,skvr13092090,skvr13092100,skvr13092110,skvr13129150,skvr14123250,skvr14123260,skvr14123270,skvr14123280,skvr14123290
t060500_1150	Lento	skvr09312410,skvr09305140,skvr06141670,skvr06141680,skvr06141690,skvr10154680,skvr11108700,skvr11108710,skvr11108720,skvr11108730,skvr11108740,skvr11108750,skvr11108760,skvr11108780
t060500_1160	Leukojen ajetus	skvr06142370,skvr07223140,skvr07223150,skvr07223160
t060500_1170	Liikaluu	skvr04144370
t060500_1180	Louhaantuminen	skvr05312540
t060500_1190	Loukkaantuma tai pikku kipu	skvr12157410
t060500_1200	Loukkaustauti	skvr12157400,skvr12157420,skvr12157430,skvr12157440,skvr12157450,skvr12157460,skvr12157470,skvr12157480
t060500_1210	Lukkutauti	skvr11111910
t060500_1220	Luuvalo	skvr01206940,skvr02108460,skvr09303180,skvr09303190,skvr06144550,skvr07217100,skvr07302440,skvr10134220
t060500_1230	Lävys	skvr09404251,skvr09404252
t060500_1240	Löylyn luku	skvr01201570,skvr01223941,skvr01223940,skvr01223950,skvr01224160,skvr01203080,skvr01203230,skvr01206950,skvr01206960,skvr01206970,skvr01206981,skvr01206980,skvr01206991,skvr01206992,skvr01206993,skvr01206990,skvr01207000,skvr01207010,skvr01207020,skvr01207030,skvr01207041,skvr01207040,skvr01207050,skvr01207060,skvr01207070,skvr01207080,skvr01207090,skvr01207100,skvr01207110,skvr01207120,skvr01207130,skvr01207140,skvr01207150,skvr01207160,skvr01207170,skvr01207180,skvr01207190,skvr01207200,skvr01207210,skvr01207220,skvr02106330,skvr02107820,skvr02107830,skvr02108470,skvr02108480,skvr02108490,skvr02108500,skvr02108510,skvr02108520,skvr02108530,skvr02108540,skvr02108550,skvr02108560,skvr03145130,skvr03145140,skvr04145430,skvr04145440,skvr04145450,skvr04145460,skvr04145470,skvr09301580,skvr09301590,skvr09301601,skvr09301601,skvr09301600,skvr09301610,skvr09301620,skvr09301630,skvr09301640,skvr09301650,skvr09301660,skvr09301670,skvr09301680,skvr09301690,skvr09301700,skvr09301710,skvr09301720,skvr09307180,skvr09307190,skvr09307200,skvr09307210,skvr09401800,skvr09401810,skvr09401820,skvr09401830,skvr09401840,skvr09401850,skvr09401860,skvr09401870,skvr09401880,skvr09401891,skvr09401892,skvr09401900,skvr09401910,skvr09401920,skvr09401930,skvr09401940,skvr09401950,skvr09401960,skvr09401970,skvr09401980,skvr09401990,skvr09402000,skvr09408310,skvr09408320,skvr09408610,skvr05226590,skvr05226600,skvr05226610,skvr05226620,skvr05313090,skvr05313100,skvr06134650,skvr06134660,skvr06134690,skvr06134700,skvr06134710,skvr06134720,skvr06134730,skvr06134740,skvr06134760,skvr06134770,skvr06134780,skvr06134790,skvr06134800,skvr06134810,skvr06134820,skvr06134830,skvr06134840,skvr06134850,skvr06134860,skvr06134870,skvr06134880,skvr06134890,skvr06134900,skvr06134910,skvr06134920,skvr06134930,skvr06134940,skvr06134950,skvr06172150,skvr06172160,skvr06172170,skvr06172180,skvr06172190,skvr06172201,skvr06172200,skvr06172211,skvr06172210,skvr06172220,skvr06172230,skvr07205390,skvr07206540,skvr07217480,skvr07217490,skvr07217500,skvr07217580,skvr07217620,skvr07217630,skvr07223170,skvr07223180,skvr07223190,skvr07223200,skvr07223210,skvr07223220,skvr07223230,skvr07223240,skvr07223250,skvr07223260,skvr07223270,skvr07223280,skvr07223290,skvr07223300,skvr07223310,skvr07223320,skvr07223330,skvr07223340,skvr07223350,skvr07223360,skvr07223370,skvr07223380,skvr07223390,skvr07223400,skvr07223410,skvr07223420,skvr07223430,skvr07223440,skvr07223450,skvr07223460,skvr07223470,skvr07223480,skvr07223490,skvr07223500,skvr07223510,skvr07223520,skvr07223530,skvr07223540,skvr07223550,skvr07223560,skvr07223570,skvr07223580,skvr07223590,skvr07223600,skvr07223610,skvr07223620,skvr07223630,skvr07223640,skvr07223650,skvr07223660,skvr07223670,skvr07223680,skvr07223690,skvr07223700,skvr07223710,skvr07223720,skvr07223730,skvr07223740,skvr07223750,skvr07223760,skvr07223770,skvr07223780,skvr07223790,skvr07223800,skvr07223810,skvr07223820,skvr07223830,skvr07223840,skvr07223850,skvr07223860,skvr07223870,skvr07223880,skvr07223890,skvr07223900,skvr07223910,skvr07223920,skvr07223930,skvr07223940,skvr07223950,skvr07223960,skvr07223970,skvr07223980,skvr07223990,skvr07224000,skvr07224010,skvr07224020,skvr07224030,skvr07224040,skvr07224050,skvr07224060,skvr07224070,skvr07224080,skvr07224100,skvr07224110,skvr07224120,skvr07224130,skvr07224140,skvr07224160,skvr07224170,skvr07224180,skvr07303700,skvr07303710,skvr07303720,skvr07303730,skvr10123020,skvr10134310,skvr10134320,skvr10134330,skvr10134340,skvr10134350,skvr10134360,skvr10134370,skvr10134380,skvr10134390,skvr10134400,skvr10134410,skvr10134420,skvr10134430,skvr10134440,skvr10134450,skvr10134460,skvr10134470,skvr10134480,skvr10134490,skvr10134500,skvr10134510,skvr10134520,skvr10134530,skvr10134540,skvr10134550,skvr10134560,skvr10134570,skvr10134580,skvr10134590,skvr10134600,skvr10134610,skvr10134620,skvr10134630,skvr10134640,skvr10134650,skvr10134660,skvr10134670,skvr10134680,skvr10134690,skvr10134700,skvr10134710,skvr10134720,skvr10134730,skvr10134740,skvr10134750,skvr10134760,skvr10154690,skvr10154700,skvr10154710,skvr10154720,skvr10154730,skvr10154740,skvr10155020,skvr11115690,skvr11118200,skvr11118210,skvr11118220,skvr11118230,skvr11118240,skvr11118250,skvr11118260,skvr11118270,skvr11118280,skvr11118290,skvr11118300,skvr11118310,skvr11118320,skvr11118330,skvr11118340,skvr11118350,skvr11118360,skvr11118370,skvr11118380,skvr12142990,skvr12143020,skvr12143350,skvr12143780,skvr12143790,skvr12143840,skvr12143890,skvr12143970,skvr12153040,skvr12153050,skvr12153060,skvr12153070,skvr12153080,skvr12153090,skvr12153100,skvr12153110,skvr12153120,skvr12153140,skvr12153150,skvr12153160,skvr12153170,skvr12153180,skvr12153190,skvr12153200,skvr12153210,skvr12153220,skvr12153230,skvr12153240,skvr12153250,skvr12153260,skvr12153280,skvr12153290,skvr12153300,skvr12153310,skvr12153320,skvr12153330,skvr12153340,skvr12153360,skvr12153370,skvr12153380,skvr12153390,skvr12153400,skvr12153410,skvr12153420,skvr12153430,skvr12153440,skvr12153450,skvr12153460,skvr12153470,skvr12153480,skvr12153490,skvr12153500,skvr12153510,skvr12153520,skvr12153530,skvr12153540,skvr12153550,skvr12153560,skvr12153570,skvr12163450,skvr12163460,skvr12163470,skvr12163480,skvr12163490,skvr12163500,skvr12163510,skvr12163520,skvr12163530,skvr12163540,skvr12178010,skvr12178020,skvr12186090,skvr12186100,skvr12186110,skvr12186120,skvr12186130,skvr12186140,skvr12186150,skvr12186160,skvr12186170,skvr12186180,skvr12186190,skvr13100490,skvr13091420,skvr13092120,skvr13092130,skvr13092140,skvr13092150,skvr13092160,skvr13092170,skvr13092180,skvr13092190,skvr13092200,skvr13092210,skvr13092220,skvr13092230,skvr13092240,skvr13092250,skvr13092260,skvr13092270,skvr13092280,skvr13092290,skvr13092300,skvr13092320,skvr13092330,skvr13092370,skvr13092380,skvr13092390,skvr13092420,skvr13092430,skvr13092440,skvr13092460,skvr13092470,skvr13092480,skvr13129500,skvr13129510,skvr13129520,skvr13129530,skvr13129540,skvr13129570,skvr13129580,skvr13129590,skvr13129610,skvr13129630,skvr13129640,skvr13129650,skvr13129680,skvr14123390,skvr14123400
t060600_0090	Lepänoksia parannuskeinoksi otettaessa	skvr07218440
t060600_0100	Lääkkeet	skvr06171940,skvr12186200,skvr13088750,skvr13132020
